contrast,ratio,SE,df,null,z.ratio,p.value,fold_change,modelest_cpc_1,modelest_cpc_2,term,target,counts_1,propnz_1,ncells_1,counts_2,propnz_2,ncells_2,padj,log2fc,sig_level
Within30micronTumor / Within30um16StumorHigh,0.911411256,0.220257352,Inf,1,-0.383839471,0.701097431,0.911411256,0.051391075,0.056386263,tumor16SProximity_v3,MACF1,131,0.052252252,2220,22,0.044186047,430,0.923354075,-0.133825907,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.86619637,0.166038745,Inf,1,-0.749364856,0.453637327,0.86619637,0.078416832,0.090530086,tumor16SProximity_v3,MAD1L1,196,0.081081081,2220,35,0.069767442,430,0.800019908,-0.207233968,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.489174572,0.45459354,Inf,1,1.304510529,0.192059572,1.489174572,0.047803434,0.032100624,tumor16SProximity_v3,MAD2L1,119,0.051351351,2220,12,0.027906977,430,0.640405758,0.574512888,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.87217649,0.183155762,Inf,1,-0.651259287,0.514879125,0.87217649,0.065865173,0.07551817,tumor16SProximity_v3,MAD2L2,163,0.068018018,2220,28,0.060465116,430,0.841836221,-0.197307992,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.723780403,0.163300224,Inf,1,-1.432787356,0.151918616,0.723780403,0.051807715,0.071579328,tumor16SProximity_v3,MADCAM1,128,0.054504505,2220,27,0.058139535,430,0.594945527,-0.466376049,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.300896569,0.31917788,Inf,1,1.072147135,0.283653951,1.300896569,0.077546456,0.059610009,tumor16SProximity_v3,MAF,190,0.071621622,2220,22,0.041860465,430,0.714985355,0.379506261,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.704945982,0.143517674,Inf,1,-1.717371434,0.085911328,0.704945982,0.063510853,0.090093219,tumor16SProximity_v3,MAFA,156,0.061711712,2220,34,0.069767442,430,0.505331901,-0.504415383,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.206488941,0.310282779,Inf,1,0.729899987,0.46545132,1.206488941,0.069307731,0.057445807,tumor16SProximity_v3,MAFB,170,0.065315315,2220,20,0.041860465,430,0.807750231,0.270814692,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.681749448,0.156660918,Inf,1,-1.667125976,0.095489358,0.681749448,0.04929012,0.072299464,tumor16SProximity_v3,MAG,120,0.05,2220,26,0.055813953,430,0.523465624,-0.552686467,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.892198332,0.321441135,Inf,1,-0.316606125,0.751542488,0.892198332,0.021694784,0.0243161,tumor16SProximity_v3,MAGEA1,55,0.024324324,2220,9,0.020930233,430,0.939921669,-0.164563645,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.772391496,0.229792622,Inf,1,-0.868090166,0.385344974,0.772391496,0.029173635,0.037770529,tumor16SProximity_v3,MAGEA12,72,0.031531532,2220,14,0.03255814,430,0.769045856,-0.372595814,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.894226178,0.230908155,Inf,1,-0.432948731,0.665052017,0.894226178,0.050549033,0.056528241,tumor16SProximity_v3,MAGEA3/6,123,0.05045045,2220,21,0.048837209,430,0.91039838,-0.161288314,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.758714167,0.240440467,Inf,1,-0.87133364,0.383572007,0.758714167,0.02972167,0.039173738,tumor16SProximity_v3,MAGEA4,72,0.031531532,2220,14,0.025581395,430,0.769045856,-0.398371618,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.613333989,0.758090198,Inf,1,1.01790292,0.308724094,1.613333989,0.021400048,0.013264487,tumor16SProximity_v3,MAGEB2,54,0.023423423,2220,5,0.011627907,430,0.730675264,0.690045133,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.011708846,0.869152765,Inf,1,1.61784375,0.105696275,2.011708846,0.031866243,0.015840385,tumor16SProximity_v3,MAGEC1,79,0.033333333,2220,6,0.013953488,430,0.540828865,1.00842152,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.893329196,0.244679275,Inf,1,-0.411835637,0.680459899,0.893329196,0.041557451,0.046519751,tumor16SProximity_v3,MAGEC2,99,0.041441441,2220,17,0.037209302,430,0.91694276,-0.162736181,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.118557263,0.228279733,Inf,1,0.548987923,0.583013738,1.118557263,0.086490627,0.077323379,tumor16SProximity_v3,MAGED1,217,0.086936937,2220,29,0.062790698,430,0.873108267,0.161639115,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.554561432,0.651630181,Inf,1,3.676738082,0.000236235,2.554561432,0.116521926,0.04561328,tumor16SProximity_v3,MAGED2,299,0.117117117,2220,17,0.037209302,430,0.019472094,1.35307563,P-adjust < 0.05
Within30micronTumor / Within30um16StumorHigh,1.391577815,0.732578582,Inf,1,0.62768761,0.530208604,1.391577815,0.014982105,0.010766272,tumor16SProximity_v3,MAGI1,37,0.016216216,2220,4,0.009302326,430,0.850259296,0.476721584,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.262212441,0.292383064,Inf,1,1.005278718,0.31476266,1.262212441,0.07644177,0.060561731,tumor16SProximity_v3,MAGOH,188,0.077477477,2220,22,0.051162791,430,0.733855494,0.335954749,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.850042773,0.860773565,Inf,1,1.32225543,0.186083109,1.850042773,0.02454719,0.013268445,tumor16SProximity_v3,MAGT1,61,0.027027027,2220,5,0.011627907,430,0.633045654,0.887558627,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.915615643,1.41074308,Inf,1,0.882673111,0.377412914,1.915615643,0.010520129,0.005491774,tumor16SProximity_v3,MAL,26,0.011711712,2220,2,0.004651163,430,0.769045856,0.937808122,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.102598719,0.25418566,Inf,1,0.423669332,0.671806984,1.102598719,0.065537281,0.059438923,tumor16SProximity_v3,MALT1,165,0.067567568,2220,23,0.046511628,430,0.913378202,0.140907831,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.207422768,0.406758732,Inf,1,0.559508275,0.575814885,1.207422768,0.031923743,0.026439574,tumor16SProximity_v3,MAML1,78,0.034234234,2220,10,0.023255814,430,0.870063159,0.271930911,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.151123838,0.306033774,Inf,1,0.529378468,0.596542932,1.151123838,0.056217753,0.048837276,tumor16SProximity_v3,MAML2,138,0.055405405,2220,18,0.037209302,430,0.877427648,0.203043047,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.172518968,0.37539051,Inf,1,0.497113128,0.619109277,1.172518968,0.037550434,0.032025439,tumor16SProximity_v3,MAML3,94,0.040540541,2220,12,0.023255814,430,0.889399935,0.229611261,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,3.53748601,1.506403044,Inf,1,2.9668803,0.003008381,3.53748601,0.056804056,0.016057747,tumor16SProximity_v3,MAN1A1,137,0.056306306,2220,6,0.013953488,430,0.106273192,1.822724442,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.135517931,0.412009274,Inf,1,0.35026322,0.726141165,1.135517931,0.027276369,0.024021082,tumor16SProximity_v3,MAN1A2,67,0.029279279,2220,9,0.018604651,430,0.932961915,0.183350488,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.913967674,0.190091862,Inf,1,-0.432530882,0.665355612,0.913967674,0.069551495,0.076098419,tumor16SProximity_v3,MAN1B1,173,0.071171171,2220,28,0.062790698,430,0.91039838,-0.129784954,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.117548479,0.367069794,Inf,1,0.33835926,0.735092471,1.117548479,0.032748146,0.029303558,tumor16SProximity_v3,MAN1C1,80,0.034684685,2220,11,0.023255814,430,0.936591438,0.160337416,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.142898729,0.246711296,Inf,1,0.618757424,0.536076174,1.142898729,0.078697348,0.068857674,tumor16SProximity_v3,MAN2A1,202,0.079279279,2220,26,0.053488372,430,0.853249976,0.192697574,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.875347646,0.552237962,Inf,1,2.135324858,0.032734484,1.875347646,0.064930582,0.034623224,tumor16SProximity_v3,MAN2B1,158,0.067567568,2220,13,0.030232558,430,0.365939564,0.907158063,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.405479183,0.391182599,Inf,1,1.22294452,0.221350652,1.405479183,0.059871679,0.042598766,tumor16SProximity_v3,MANBA,144,0.06036036,2220,16,0.030232558,430,0.661968954,0.491062086,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.373072511,0.263520159,Inf,1,1.651994779,0.098535615,1.373072511,0.11497627,0.083736488,tumor16SProximity_v3,MANF,296,0.113963964,2220,33,0.069767442,430,0.528836156,0.457407815,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.081157027,0.270711879,Inf,1,0.311639878,0.755314224,1.081157027,0.056175732,0.051958902,tumor16SProximity_v3,MAOA,143,0.06036036,2220,20,0.044186047,430,0.939921669,0.112576075,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.889716007,0.242727617,Inf,1,-0.428323527,0.668415593,0.889716007,0.042695664,0.047987969,tumor16SProximity_v3,MAOB,107,0.045495495,2220,18,0.034883721,430,0.912044481,-0.168583186,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.184071536,0.709456049,Inf,1,2.404908125,0.016176532,2.184071536,0.072907934,0.03338166,tumor16SProximity_v3,MAP1B,200,0.061261261,2220,12,0.025581395,430,0.278560784,1.12702011,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.095646185,0.229190888,Inf,1,0.436671147,0.662349857,1.095646185,0.08697637,0.079383629,tumor16SProximity_v3,MAP1LC3A,212,0.081081081,2220,30,0.060465116,430,0.909000276,0.131781987,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.674403426,0.209177839,Inf,1,-1.27004648,0.204068074,0.674403426,0.025361918,0.037606449,tumor16SProximity_v3,MAP1LC3B,62,0.027477477,2220,14,0.03255814,430,0.64914175,-0.56831623,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.542855281,0.677155336,Inf,1,0.988009208,0.323148138,1.542855281,0.024996318,0.016201337,tumor16SProximity_v3,MAP2,61,0.025675676,2220,6,0.013953488,430,0.739872649,0.625602744,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.194813533,0.218378156,Inf,1,0.973838336,0.330136815,1.194813533,0.114554819,0.095876734,tumor16SProximity_v3,MAP2K1,298,0.112612613,2220,36,0.076744186,430,0.742687697,0.256785483,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.096989968,0.207778902,Inf,1,0.488732977,0.625030754,1.096989968,0.099781212,0.090959093,tumor16SProximity_v3,MAP2K2,249,0.097297297,2220,34,0.06744186,430,0.89219687,0.133550333,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.759782625,0.159989218,Inf,1,-1.304648487,0.19201257,0.759782625,0.057923695,0.076237194,tumor16SProximity_v3,MAP2K3,145,0.058558559,2220,29,0.060465116,430,0.640405758,-0.396341374,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.367582523,0.405759571,Inf,1,1.055093592,0.291382523,1.367582523,0.047712226,0.034888005,tumor16SProximity_v3,MAP2K4,116,0.048648649,2220,13,0.027906977,430,0.720819029,0.451627891,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.137978853,0.283532628,Inf,1,0.51876935,0.603921594,1.137978853,0.057699203,0.050703229,tumor16SProximity_v3,MAP2K5,143,0.05990991,2220,19,0.041860465,430,0.882819412,0.186473748,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.789768719,0.208469456,Inf,1,-0.894123178,0.371255989,0.789768719,0.039262559,0.049713997,tumor16SProximity_v3,MAP2K6,97,0.041441441,2220,18,0.039534884,430,0.769045856,-0.340497869,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.633229127,0.149226117,Inf,1,-1.938916112,0.052511554,0.633229127,0.041762458,0.065951575,tumor16SProximity_v3,MAP2K7,103,0.041441441,2220,25,0.058139535,430,0.427140033,-0.659200477,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.762389668,0.541529171,Inf,1,1.844211837,0.065152274,1.762389668,0.056404701,0.032004671,tumor16SProximity_v3,MAP3K1,140,0.055855856,2220,12,0.027906977,430,0.463819687,0.817532943,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.563194797,0.447687826,Inf,1,1.559856193,0.118793869,1.563194797,0.058155755,0.03720314,tumor16SProximity_v3,MAP3K12,146,0.061261261,2220,14,0.03255814,430,0.557987534,0.64449757,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.95683171,0.627757,Inf,1,2.092646289,0.036380741,1.95683171,0.058608202,0.029950558,tumor16SProximity_v3,MAP3K13,143,0.058558559,2220,11,0.025581395,430,0.371241423,0.968519688,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.876319553,0.214421292,Inf,1,-0.539571522,0.58949256,0.876319553,0.046507164,0.05307101,tumor16SProximity_v3,MAP3K14,115,0.05,2220,20,0.044186047,430,0.874548358,-0.190471045,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.128351688,0.272244525,Inf,1,0.500496246,0.616725699,1.128351688,0.062551639,0.055436296,tumor16SProximity_v3,MAP3K2,155,0.063063063,2220,21,0.048837209,430,0.888425338,0.174216801,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.170342257,1.032866871,Inf,1,1.628249914,0.103471905,2.170342257,0.028132904,0.012962428,tumor16SProximity_v3,MAP3K20,70,0.029279279,2220,5,0.011627907,430,0.536674869,1.11792257,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.938468039,0.244595958,Inf,1,-0.243662247,0.807492415,0.938468039,0.045427233,0.048405732,tumor16SProximity_v3,MAP3K3,115,0.047297297,2220,18,0.037209302,430,0.952656128,-0.091620482,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.58372644,0.143978342,Inf,1,-2.182503739,0.029072376,0.58372644,0.038989416,0.066793987,tumor16SProximity_v3,MAP3K4,95,0.04009009,2220,24,0.051162791,430,0.345912557,-0.776635679,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.620052359,0.847030716,Inf,1,0.922762263,0.356131111,1.620052359,0.017406627,0.010744484,tumor16SProximity_v3,MAP3K5,43,0.018918919,2220,4,0.009302326,430,0.762921596,0.696040441,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.175930688,1.00948594,Inf,1,1.675794914,0.093778371,2.175930688,0.029219594,0.01342855,tumor16SProximity_v3,MAP3K7,72,0.031981982,2220,5,0.011627907,430,0.521694507,1.121632602,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.363159752,0.414370538,Inf,1,1.0191704,0.308122077,1.363159752,0.048296473,0.035429796,tumor16SProximity_v3,MAP3K8,116,0.048198198,2220,13,0.030232558,430,0.73001415,0.446954645,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.756413187,0.275256484,Inf,1,-0.767160803,0.442985915,0.756413187,0.019418032,0.025671198,tumor16SProximity_v3,MAP4,48,0.021171171,2220,10,0.020930233,430,0.794423565,-0.402753581,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.711149317,0.164002507,Inf,1,-1.478096324,0.139381998,0.711149317,0.053928987,0.075833563,tumor16SProximity_v3,MAP4K2,130,0.053603604,2220,28,0.058139535,430,0.579305788,-0.491775586,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.985097873,0.310885868,Inf,1,-0.047575447,0.9620546,0.985097873,0.031826846,0.032308309,tumor16SProximity_v3,MAP4K3,79,0.034234234,2220,12,0.027906977,430,0.993666577,-0.021661026,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.16537835,0.239710376,Inf,1,0.744048977,0.456846845,1.16537835,0.08541953,0.073297681,tumor16SProximity_v3,MAP4K4,219,0.086036036,2220,28,0.060465116,430,0.8021094,0.220798415,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,10.92234953,11.00317288,Inf,1,2.373249501,0.017632349,10.92234953,0.027027392,0.002474503,tumor16SProximity_v3,MAP7,69,0.030630631,2220,1,0.002325581,430,0.284603603,3.449211325,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.155838949,0.343435637,Inf,1,0.487416057,0.625963517,1.155838949,0.039815731,0.034447473,tumor16SProximity_v3,MAPK1,99,0.043693694,2220,13,0.030232558,430,0.89219687,0.208940392,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.156862078,0.265666758,Inf,1,0.634508444,0.525749058,1.156862078,0.07527789,0.065070756,tumor16SProximity_v3,MAPK10,182,0.072072072,2220,25,0.051162791,430,0.848931138,0.210216875,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.821369925,0.160397838,Inf,1,-1.007685425,0.313605504,0.821369925,0.084199592,0.102511169,tumor16SProximity_v3,MAPK11,205,0.078828829,2220,38,0.076744186,430,0.733855494,-0.283895971,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.049335969,0.229002508,Inf,1,0.220667684,0.825351195,1.049335969,0.071285562,0.067933974,tumor16SProximity_v3,MAPK12,191,0.078828829,2220,25,0.055813953,430,0.957256765,0.069476664,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.952776843,0.191306279,Inf,1,-0.240923434,0.809614459,0.952776843,0.082667437,0.086764742,tumor16SProximity_v3,MAPK13,206,0.079279279,2220,32,0.06744186,430,0.953158748,-0.069789746,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.89393601,0.148170484,Inf,1,-0.676444262,0.498758623,0.89393601,0.104400181,0.116787086,tumor16SProximity_v3,MAPK14,268,0.103153153,2220,46,0.081395349,430,0.82870056,-0.161756531,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.240656731,0.592352923,Inf,1,0.451650149,0.651521036,1.240656731,0.016839595,0.01357313,tumor16SProximity_v3,MAPK3,42,0.018468468,2220,5,0.011627907,430,0.907005511,0.311104001,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.106285958,0.406418283,Inf,1,0.274948749,0.783355614,1.106285958,0.028790124,0.026024125,tumor16SProximity_v3,MAPK4,69,0.029279279,2220,10,0.020930233,430,0.947790331,0.145724349,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.846361921,0.235216468,Inf,1,-0.600213568,0.548363912,0.846361921,0.037280021,0.044047375,tumor16SProximity_v3,MAPK7,91,0.038738739,2220,16,0.034883721,430,0.85840361,-0.240653375,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.182871743,1.603399429,Inf,1,1.062766928,0.287887661,2.182871743,0.011771444,0.005392641,tumor16SProximity_v3,MAPK8,29,0.013063063,2220,2,0.004651163,430,0.717306611,1.126227366,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.979661597,0.274745188,Inf,1,-0.073268477,0.941592476,0.979661597,0.044102361,0.045017954,tumor16SProximity_v3,MAPK8IP1,107,0.041891892,2220,17,0.034883721,430,0.987787009,-0.029644608,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.027008679,0.311203271,Inf,1,0.087949503,0.929916811,1.027008679,0.038147134,0.037143926,tumor16SProximity_v3,MAPK8IP2,94,0.037837838,2220,14,0.03255814,430,0.985028495,0.038448373,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.896550479,0.140898693,Inf,1,-0.694853309,0.487147236,0.896550479,0.124191054,0.138520983,tumor16SProximity_v3,MAPK8IP3,316,0.118018018,2220,55,0.097674419,430,0.819968064,-0.157543281,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.970624416,0.229930449,Inf,1,-0.125863425,0.899840035,0.970624416,0.058959693,0.060744086,tumor16SProximity_v3,MAPK9,144,0.059009009,2220,23,0.048837209,430,0.975479816,-0.043014944,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.239497567,0.274701097,Inf,1,0.968790089,0.332649933,1.239497567,0.079235734,0.063925688,tumor16SProximity_v3,MAPKAP1,196,0.080630631,2220,24,0.051162791,430,0.743740284,0.309755439,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.980364792,0.261155489,Inf,1,-0.074442865,0.940658002,0.980364792,0.045721104,0.046636827,tumor16SProximity_v3,MAPKAPK2,115,0.045945946,2220,18,0.037209302,430,0.987454084,-0.028609421,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.818012494,0.203732079,Inf,1,-0.806551641,0.419924845,0.818012494,0.043616212,0.053319738,tumor16SProximity_v3,MAPKAPK3,109,0.046396396,2220,21,0.044186047,430,0.785153364,-0.289805216,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.818179798,0.155730781,Inf,1,-1.054298501,0.291746275,0.818179798,0.078691509,0.096178748,tumor16SProximity_v3,MAPKAPK5,194,0.077477477,2220,36,0.076744186,430,0.721132728,-0.289510179,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.785654821,1.081188613,Inf,1,0.957553766,0.338287823,1.785654821,0.014712124,0.008239064,tumor16SProximity_v3,MAPKBP1,36,0.015765766,2220,3,0.006976744,430,0.746358072,0.836453225,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.354600883,0.233389377,Inf,1,1.76156544,0.078142747,1.354600883,0.148001625,0.109258473,tumor16SProximity_v3,MAPRE1,369,0.134234234,2220,41,0.08372093,430,0.488722823,0.437867841,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.227096669,0.408759121,Inf,1,0.614363038,0.538975455,1.227096669,0.036670433,0.029883899,tumor16SProximity_v3,MAPT,89,0.036936937,2220,11,0.025581395,430,0.854100476,0.295248907,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.83428125,0.105381728,Inf,1,-1.434394784,0.151459635,0.83428125,0.193101829,0.231458911,tumor16SProximity_v3,MARCKS,488,0.174774775,2220,87,0.165116279,430,0.594482143,-0.261394274,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.153141738,0.209717034,Inf,1,0.783490744,0.433338987,1.153141738,0.115741602,0.100370664,tumor16SProximity_v3,MARCKSL1,292,0.111261261,2220,37,0.074418605,430,0.79121388,0.205569852,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.010680755,0.296822142,Inf,1,0.036175171,0.971142684,1.010680755,0.038026736,0.037624874,tumor16SProximity_v3,MARCO,95,0.04009009,2220,14,0.030232558,430,0.995951891,0.015327363,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.515739513,0.80905072,Inf,1,0.779186365,0.435869941,1.515739513,0.016133715,0.010644121,tumor16SProximity_v3,MARK3,40,0.016666667,2220,4,0.009302326,430,0.79121388,0.600021841,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.133641623,0.453006011,Inf,1,0.313899766,0.753597168,1.133641623,0.023848219,0.021036824,tumor16SProximity_v3,MAS1,58,0.024324324,2220,8,0.018604651,430,0.939921669,0.180964635,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.826452312,0.284298419,Inf,1,-0.554110032,0.579503545,0.826452312,0.024885315,0.030111012,tumor16SProximity_v3,MASP1,61,0.025225225,2220,11,0.023255814,430,0.871563131,-0.27499652,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.566326646,0.131742447,Inf,1,-2.444196383,0.014517522,0.566326646,0.042420131,0.074903999,tumor16SProximity_v3,MASP2,104,0.044144144,2220,28,0.051162791,430,0.26870455,-0.820293683,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.890761265,0.146916647,Inf,1,-0.70136517,0.483075152,0.890761265,0.111056537,0.124675983,tumor16SProximity_v3,MAU2,277,0.106306306,2220,48,0.086046512,430,0.817902324,-0.166889272,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.229912426,0.240503675,Inf,1,1.058286235,0.289924967,1.229912426,0.105932177,0.086129854,tumor16SProximity_v3,MAVS,267,0.096846847,2220,34,0.06744186,430,0.720184344,0.298555595,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.116884377,0.215259611,Inf,1,0.573557449,0.566267313,1.116884377,0.099368883,0.088969714,tumor16SProximity_v3,MAX,244,0.096396396,2220,33,0.072093023,430,0.864575088,0.159479842,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.194752646,0.421034914,Inf,1,0.504930328,0.613607772,1.194752646,0.031481478,0.026349787,tumor16SProximity_v3,MB,76,0.031981982,2220,10,0.023255814,430,0.887519373,0.256711962,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.028378333,0.944958469,Inf,1,1.518102107,0.12898866,2.028378333,0.027491138,0.01355326,tumor16SProximity_v3,MBD3,68,0.02972973,2220,5,0.011627907,430,0.569170519,1.020326769,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.632603867,0.412351185,Inf,1,1.940733036,0.052290667,1.632603867,0.077782926,0.047643478,tumor16SProximity_v3,MBD4,192,0.075675676,2220,18,0.039534884,430,0.425928308,0.70717478,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.496153548,0.307760209,Inf,1,1.958656536,0.050153024,1.496153548,0.111544965,0.07455449,tumor16SProximity_v3,MBIP,278,0.105855856,2220,29,0.065116279,430,0.41606491,0.581258244,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.106150569,0.355554656,Inf,1,0.313862131,0.753625753,1.106150569,0.039154172,0.035396783,tumor16SProximity_v3,MBL2,92,0.036486486,2220,13,0.027906977,430,0.939921669,0.145547778,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.32294178,0.528037946,Inf,1,0.701153549,0.483207195,1.32294178,0.024529023,0.018541272,tumor16SProximity_v3,MBNL1,61,0.026576577,2220,7,0.01627907,430,0.817902324,0.403749573,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.116160532,0.305709242,Inf,1,0.401231332,0.688249814,1.116160532,0.047754901,0.042784975,tumor16SProximity_v3,MBNL3,118,0.049099099,2220,16,0.03255814,430,0.918224486,0.158544538,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.284021048,0.371461738,Inf,1,0.864156011,0.387502194,1.284021048,0.047091254,0.03667483,tumor16SProximity_v3,MBOAT2,117,0.05,2220,14,0.03255814,430,0.769045856,0.360668852,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.180221851,0.225209639,Inf,1,0.868371489,0.385190998,1.180221851,0.103842962,0.087985968,tumor16SProximity_v3,MBOAT7,258,0.10045045,2220,33,0.06744186,430,0.769045856,0.239058075,NS or |log2FC| < 1
