Tumor	TaxID	Taxa Name	Other Sample	Tumor Total Genome Length	Other Sample Genome Match	Percent of Length Matching
T-074	470565	Prevotella histicola	01-2020-049_SL	180	180	1
T-074	470565	Prevotella histicola	GBM-BM-307-SL	180	180	1
T-074	165179	Segatella copri	02-2020-52-SL	275	275	1
T-074	626940	Phascolarctobacterium succinatutens	02-2020-52-SL	150	150	1
T-074	2715960	Bradyrhizobium sp. PSBB068	GBM-BM-307-SL	56007	256	0.00457085721427678683
T-074	729	Haemophilus parainfluenzae	01-2020-041_SL	71	71	1
T-074	729	Haemophilus parainfluenzae	01-2020-044_SL	71	71	1
T-074	729	Haemophilus parainfluenzae	02-2020-043_SL	71	71	1
T-074	729	Haemophilus parainfluenzae	01-2020-046_SL	71	71	1
T-074	729	Haemophilus parainfluenzae	GBM-BM-260-SL	71	71	1
T-074	729	Haemophilus parainfluenzae	02-2020-50-SL	71	71	1
T-074	729	Haemophilus parainfluenzae	GBM-BM-307-SL	71	71	1
T-074	729	Haemophilus parainfluenzae	GBM-BM-257-SL	71	71	1
T-074	729	Haemophilus parainfluenzae	01-2020-043_SL	71	71	1
T-074	729	Haemophilus parainfluenzae	GBM-BM-Kit-275-SL	71	71	1
T-074	729	Haemophilus parainfluenzae	01-2020-108-SL	71	71	1
T-074	729	Haemophilus parainfluenzae	01-2020-056_SL	71	71	1
T-074	28037	Streptococcus mitis	01-2020-108-SL	151	151	1
T-074	28037	Streptococcus mitis	01-2020-046_SL	151	151	1
T-074	1660	Schaalia odontolytica	GBM-BM-299-SL	203	203	1
T-074	1660	Schaalia odontolytica	01-2020-043_SL	203	203	1
T-074	47678	Bacteroides caccae	02-2020-52-SL	302	302	1
BTM-T-343	614	Serratia liquefaciens	01-2020-108-SL	604	604	1
BTM-T-343	2823317	Phascolarctobacterium sp. Marseille-Q4147	02-2020-52-SL	66	66	1
BTM-T-343	2682455	Veillonella sp. S12025-13	01-2020-041_SL	302	151	0.5
BTM-T-343	2682455	Veillonella sp. S12025-13	GBM-BM-260-SL	302	151	0.5
BTM-T-343	2682455	Veillonella sp. S12025-13	01-2020-046_SL	302	151	0.5
BTM-T-343	2682455	Veillonella sp. S12025-13	01-2020-058-SL	302	302	1
BTM-T-343	2682455	Veillonella sp. S12025-13	GBM-BM-284-SL	302	151	0.5
BTM-T-343	2682455	Veillonella sp. S12025-13	01-2020-049_SL	302	151	0.5
BTM-T-343	2682455	Veillonella sp. S12025-13	GBM-BM-307-SL	302	302	1
BTM-T-343	2682455	Veillonella sp. S12025-13	GBM-BM-293-SL	302	151	0.5
BTM-T-343	2682455	Veillonella sp. S12025-13	02-2020-59-SL	302	151	0.5
BTM-T-343	2682455	Veillonella sp. S12025-13	01-2020-016_SL	302	302	1
BTM-T-343	2682455	Veillonella sp. S12025-13	GBM-BM-299-SL	302	302	1
BTM-T-343	29466	Veillonella parvula	GBM-BM-Kit-275-SL	301	151	0.501661129568106312
BTM-T-343	29466	Veillonella parvula	01-2020-041_SL	301	150	0.498338870431893688
BTM-T-343	29466	Veillonella parvula	01-2020-058-SL	301	301	1
BTM-T-343	29466	Veillonella parvula	02-2020-043_SL	301	150	0.498338870431893688
BTM-T-343	29466	Veillonella parvula	GBM-BM-260-SL	301	301	1
BTM-T-343	29466	Veillonella parvula	01-2020-046_SL	301	151	0.501661129568106312
BTM-T-343	29466	Veillonella parvula	01-2020-044_SL	301	150	0.498338870431893688
BTM-T-343	29466	Veillonella parvula	01-2020-016_SL	301	301	1
BTM-T-343	29466	Veillonella parvula	GBM-BM-293-SL	301	301	1
BTM-T-343	29466	Veillonella parvula	GBM-BM-257-SL	301	301	1
BTM-T-343	1759399	Streptococcus sp. A12	GBM-BM-257-SL	302	151	0.5
BTM-T-343	1759399	Streptococcus sp. A12	GBM-BM-307-SL	302	151	0.5
BTM-T-343	1759399	Streptococcus sp. A12	02-2020-50-SL	302	151	0.5
BTM-T-343	1305	Streptococcus sanguinis	GBM-BM-260-SL	81	81	1
BTM-T-343	1305	Streptococcus sanguinis	02-2020-043_SL	81	81	1
BTM-T-343	1305	Streptococcus sanguinis	GBM-BM-284-SL	81	81	1
BTM-T-343	1305	Streptococcus sanguinis	GBM-BM-Kit-275-SL	81	81	1
BTM-T-343	28131	Prevotella intermedia	01-2020-049_SL	81	81	1
BTM-T-343	28131	Prevotella intermedia	GBM-BM-307-SL	81	81	1
BTM-T-343	28131	Prevotella intermedia	01-2020-016_SL	81	81	1
BTM-T-343	28131	Prevotella intermedia	GBM-BM-299-SL	81	81	1
BTM-T-343	28131	Prevotella intermedia	01-2020-043_SL	81	81	1
BTM-T-343	28131	Prevotella intermedia	01-2020-046_SL	81	81	1
BTM-T-343	28131	Prevotella intermedia	01-2020-058-SL	81	81	1
BTM-T-343	28131	Prevotella intermedia	02-2020-043_SL	81	81	1
BTM-T-343	548	Klebsiella aerogenes	01-2020-056_SL	456	456	1
T-073	423477	Veillonella rogosae	01-2020-056_SL	1540	630	0.409090909090909091
T-073	423477	Veillonella rogosae	01-2020-049_SL	1540	712	0.462337662337662338
T-073	423477	Veillonella rogosae	02-2020-50-SL	1540	852	0.553246753246753247
T-073	423477	Veillonella rogosae	GBM-BM-257-SL	1540	801	0.52012987012987013
T-073	423477	Veillonella rogosae	GBM-BM-Kit-275-SL	1540	258	0.167532467532467532
T-073	423477	Veillonella rogosae	01-2020-043_SL	1540	801	0.52012987012987013
T-073	423477	Veillonella rogosae	02-2020-043_SL	1540	491	0.318831168831168831
T-073	423477	Veillonella rogosae	01-2020-108-SL	1540	420	0.272727272727272727
T-073	423477	Veillonella rogosae	GBM-BM-260-SL	1540	82	0.0532467532467532468
T-073	423477	Veillonella rogosae	GBM-BM-284-SL	1540	347	0.225324675324675325
T-073	423477	Veillonella rogosae	01-2020-044_SL	1540	89	0.0577922077922077922
T-073	1308	Streptococcus thermophilus	02-2020-52-SL	11032	10113	0.916696881798404641
T-073	1308	Streptococcus thermophilus	GBM-BM-260-SL	11032	8283	0.750815808556925308
T-073	1308	Streptococcus thermophilus	01-2020-058-SL	11032	8102	0.734408992023205221
T-073	1308	Streptococcus thermophilus	02-2020-043_SL	11032	7648	0.693255982596084119
T-073	1308	Streptococcus thermophilus	01-2020-041_SL	11032	8102	0.734408992023205221
T-073	165179	Segatella copri	02-2020-52-SL	1173	755	0.643648763853367434
T-073	562	Escherichia coli	Saliva_EXT-PTC_L007_R1_001.fastq.gz	533	213	0.399624765478424015
T-073	562	Escherichia coli	DNA_EXT-PTC_L005_R1_001.fastq.gz	533	213	0.399624765478424015
T-073	322159	Streptococcus thermophilus LMD-9	02-2020-52-SL	210	210	1
T-073	1121115	Blautia wexlerae DSM 19850	02-2020-52-SL	301	150	0.498338870431893688
T-073	1351	Enterococcus faecalis	Saliva_EXT-PTC_L007_R1_001.fastq.gz	1040	240	0.230769230769230769
T-073	1351	Enterococcus faecalis	DNA_EXT-PTC_L005_R1_001.fastq.gz	1040	657	0.631730769230769231
T-073	1613	Limosilactobacillus fermentum	DNA_EXT-PTC_L005_R1_001.fastq.gz	476	260	0.546218487394957983
T-073	3077584	Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006	GBM-BM-Kit-275-SL	74	74	1
T-073	3077584	Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006	01-2020-046_SL	74	74	1
T-090	1351	Enterococcus faecalis	DNA_EXT-PTC_L005_R1_001.fastq.gz	745	141	0.189261744966442953
T-090	1351	Enterococcus faecalis	Saliva_EXT-PTC_L007_R1_001.fastq.gz	745	423	0.567785234899328859
T-090	292800	Flavonifractor plautii	02-2020-52-SL	78	78	1
T-090	88431	Dorea longicatena	02-2020-52-SL	151	151	1
T-090	84135	Gemella sanguinis	GBM-BM-257-SL	300	300	1
T-090	84135	Gemella sanguinis	GBM-BM-284-SL	300	300	1
T-090	84135	Gemella sanguinis	01-2020-016_SL	300	300	1
T-090	84135	Gemella sanguinis	02-2020-50-SL	300	300	1
T-090	84135	Gemella sanguinis	GBM-BM-Kit-275-SL	300	300	1
T-090	84135	Gemella sanguinis	01-2020-056_SL	300	300	1
T-090	423477	Veillonella rogosae	02-2020-043_SL	710	151	0.212676056338028169
T-090	423477	Veillonella rogosae	GBM-BM-284-SL	710	269	0.378873239436619718
T-090	423477	Veillonella rogosae	01-2020-044_SL	710	151	0.212676056338028169
T-090	423477	Veillonella rogosae	01-2020-043_SL	710	151	0.212676056338028169
T-090	423477	Veillonella rogosae	GBM-BM-Kit-275-SL	710	420	0.591549295774647887
T-090	423477	Veillonella rogosae	GBM-BM-257-SL	710	571	0.804225352112676056
T-090	423477	Veillonella rogosae	01-2020-056_SL	710	420	0.591549295774647887
T-090	423477	Veillonella rogosae	01-2020-049_SL	710	710	1
T-090	423477	Veillonella rogosae	02-2020-50-SL	710	269	0.378873239436619718
BTM-T-007	548	Klebsiella aerogenes	01-2020-056_SL	51	51	1
BTM-T-007	28133	Prevotella nigrescens	01-2020-041_SL	302	302	1
BTM-T-007	28133	Prevotella nigrescens	01-2020-043_SL	302	151	0.5
BTM-T-007	28133	Prevotella nigrescens	GBM-BM-Kit-275-SL	302	302	1
BTM-T-007	28133	Prevotella nigrescens	01-2020-044_SL	302	151	0.5
BTM-T-007	28133	Prevotella nigrescens	01-2020-046_SL	302	151	0.5
BTM-T-007	28133	Prevotella nigrescens	02-2020-043_SL	302	151	0.5
BTM-T-007	28133	Prevotella nigrescens	GBM-BM-307-SL	302	302	1
BTM-T-007	28133	Prevotella nigrescens	01-2020-049_SL	302	302	1
BTM-T-007	28133	Prevotella nigrescens	GBM-BM-257-SL	302	302	1
BTM-T-007	28133	Prevotella nigrescens	GBM-BM-299-SL	302	302	1
BTM-T-007	28133	Prevotella nigrescens	02-2020-59-SL	302	302	1
BTM-T-007	423477	Veillonella rogosae	01-2020-043_SL	302	302	1
BTM-T-007	423477	Veillonella rogosae	GBM-BM-Kit-275-SL	302	151	0.5
BTM-T-007	423477	Veillonella rogosae	02-2020-043_SL	302	151	0.5
BTM-T-007	423477	Veillonella rogosae	GBM-BM-260-SL	302	302	1
BTM-T-007	423477	Veillonella rogosae	01-2020-108-SL	302	151	0.5
BTM-T-007	423477	Veillonella rogosae	GBM-BM-284-SL	302	151	0.5
BTM-T-007	423477	Veillonella rogosae	01-2020-044_SL	302	151	0.5
BTM-T-007	423477	Veillonella rogosae	01-2020-056_SL	302	151	0.5
BTM-T-007	423477	Veillonella rogosae	01-2020-049_SL	302	302	1
BTM-T-007	423477	Veillonella rogosae	02-2020-50-SL	302	302	1
BTM-T-007	423477	Veillonella rogosae	GBM-BM-257-SL	302	302	1
BTM-T-007	644	Aeromonas hydrophila	01-2020-056_SL	151	151	1
BTM-T-007	1433513	Streptococcus gwangjuense	01-2020-016_SL	269	151	0.561338289962825279
BTM-T-254	2682456	Veillonella nakazawae	01-2020-056_SL	283	283	1
BTM-T-254	2682456	Veillonella nakazawae	GBM-BM-Kit-275-SL	283	283	1
BTM-T-254	2682456	Veillonella nakazawae	01-2020-043_SL	283	283	1
BTM-T-254	2682456	Veillonella nakazawae	02-2020-50-SL	283	283	1
BTM-T-254	2682456	Veillonella nakazawae	GBM-BM-260-SL	283	283	1
BTM-T-254	437897	Megamonas funiformis	02-2020-52-SL	87	87	1
BTM-T-254	28449	Neisseria subflava	GBM-BM-284-SL	302	302	1
BTM-T-254	28449	Neisseria subflava	GBM-BM-260-SL	302	151	0.5
BTM-T-254	28449	Neisseria subflava	01-2020-108-SL	302	302	1
BTM-T-254	28449	Neisseria subflava	01-2020-058-SL	302	151	0.5
BTM-T-254	28449	Neisseria subflava	01-2020-043_SL	302	302	1
BTM-T-254	28449	Neisseria subflava	GBM-BM-257-SL	302	302	1
BTM-T-254	28449	Neisseria subflava	GBM-BM-299-SL	302	151	0.5
BTM-T-254	28449	Neisseria subflava	01-2020-049_SL	302	151	0.5
BTM-T-254	28449	Neisseria subflava	01-2020-056_SL	302	302	1
BTM-T-254	28449	Neisseria subflava	GBM-BM-276-SL	302	151	0.5
BTM-T-254	165179	Segatella copri	02-2020-52-SL	453	302	0.666666666666666667
BTM-T-254	1660	Schaalia odontolytica	01-2020-058-SL	273	151	0.553113553113553114
BTM-T-254	1660	Schaalia odontolytica	01-2020-049_SL	273	151	0.553113553113553114
BTM-T-254	1660	Schaalia odontolytica	01-2020-043_SL	273	151	0.553113553113553114
BTM-T-254	1660	Schaalia odontolytica	GBM-BM-Kit-275-SL	273	151	0.553113553113553114
BTM-T-254	1660	Schaalia odontolytica	01-2020-056_SL	273	151	0.553113553113553114
BTM-T-254	680646	Rothia mucilaginosa DY-18	01-2020-056_SL	57	57	1
BTM-T-254	680646	Rothia mucilaginosa DY-18	02-2020-59-SL	57	57	1
BTM-T-254	680646	Rothia mucilaginosa DY-18	01-2020-058-SL	57	57	1
BTM-T-254	39777	Veillonella atypica	02-2020-59-SL	298	151	0.506711409395973154
BTM-T-254	39777	Veillonella atypica	GBM-BM-257-SL	298	151	0.506711409395973154
BTM-T-254	39777	Veillonella atypica	GBM-BM-299-SL	298	298	1
BTM-T-254	39777	Veillonella atypica	01-2020-049_SL	298	298	1
BTM-T-254	39777	Veillonella atypica	GBM-BM-307-SL	298	298	1
BTM-T-254	39777	Veillonella atypica	02-2020-50-SL	298	298	1
BTM-T-254	39777	Veillonella atypica	02-2020-043_SL	298	298	1
BTM-T-254	39777	Veillonella atypica	01-2020-044_SL	298	298	1
BTM-T-254	39777	Veillonella atypica	01-2020-041_SL	298	298	1
BTM-T-254	39777	Veillonella atypica	GBM-BM-293-SL	298	151	0.506711409395973154
BTM-T-254	39777	Veillonella atypica	01-2020-016_SL	298	298	1
BTM-T-254	39777	Veillonella atypica	01-2020-056_SL	298	298	1
BTM-T-254	39777	Veillonella atypica	01-2020-058-SL	298	298	1
BTM-T-254	39777	Veillonella atypica	GBM-BM-284-SL	298	298	1
BTM-T-254	39777	Veillonella atypica	GBM-BM-Kit-275-SL	298	298	1
BTM-T-254	39777	Veillonella atypica	01-2020-043_SL	298	147	0.493288590604026846
BTM-T-254	544580	Actinomyces oris	01-2020-046_SL	124	124	1
BTM-T-254	544580	Actinomyces oris	02-2020-043_SL	124	124	1
BTM-T-254	544580	Actinomyces oris	01-2020-016_SL	124	124	1
BTM-T-254	544580	Actinomyces oris	GBM-BM-284-SL	124	124	1
BTM-T-254	544580	Actinomyces oris	GBM-BM-Kit-275-SL	124	124	1
BTM-T-254	544580	Actinomyces oris	01-2020-041_SL	124	124	1
BTM-T-254	84135	Gemella sanguinis	GBM-BM-260-SL	450	148	0.328888888888888889
BTM-T-254	84135	Gemella sanguinis	01-2020-046_SL	450	148	0.328888888888888889
BTM-T-254	84135	Gemella sanguinis	02-2020-043_SL	450	148	0.328888888888888889
BTM-T-254	84135	Gemella sanguinis	01-2020-058-SL	450	450	1
BTM-T-254	84135	Gemella sanguinis	GBM-BM-284-SL	450	299	0.664444444444444444
BTM-T-254	84135	Gemella sanguinis	GBM-BM-Kit-275-SL	450	450	1
BTM-T-254	84135	Gemella sanguinis	GBM-BM-293-SL	450	148	0.328888888888888889
BTM-T-254	84135	Gemella sanguinis	01-2020-016_SL	450	450	1
BTM-T-254	84135	Gemella sanguinis	GBM-BM-257-SL	450	450	1
BTM-T-254	84135	Gemella sanguinis	01-2020-056_SL	450	450	1
BTM-T-254	84135	Gemella sanguinis	02-2020-50-SL	450	450	1
BTM-T-254	548	Klebsiella aerogenes	01-2020-056_SL	1135	1135	1
BTM-T-021	423477	Veillonella rogosae	01-2020-056_SL	1369	627	0.457998539079620161
BTM-T-021	423477	Veillonella rogosae	01-2020-049_SL	1369	878	0.641344046749452155
BTM-T-021	423477	Veillonella rogosae	02-2020-50-SL	1369	437	0.319211102994886779
BTM-T-021	423477	Veillonella rogosae	GBM-BM-257-SL	1369	588	0.429510591672753835
BTM-T-021	423477	Veillonella rogosae	01-2020-043_SL	1369	437	0.319211102994886779
BTM-T-021	423477	Veillonella rogosae	GBM-BM-Kit-275-SL	1369	190	0.138787436084733382
BTM-T-021	423477	Veillonella rogosae	02-2020-043_SL	1369	587	0.428780131482834186
BTM-T-021	423477	Veillonella rogosae	01-2020-108-SL	1369	286	0.208911614317019722
BTM-T-021	423477	Veillonella rogosae	GBM-BM-284-SL	1369	587	0.428780131482834186
BTM-T-021	1308	Streptococcus thermophilus	01-2020-041_SL	5914	4563	0.771559012512681772
BTM-T-021	1308	Streptococcus thermophilus	02-2020-52-SL	5914	5310	0.89786946229286439
BTM-T-021	1308	Streptococcus thermophilus	GBM-BM-260-SL	5914	2839	0.480047345282380791
BTM-T-021	1308	Streptococcus thermophilus	01-2020-058-SL	5914	3688	0.623605005072708827
BTM-T-021	1308	Streptococcus thermophilus	02-2020-043_SL	5914	4060	0.686506594521474467
BTM-T-021	820	Bacteroides uniformis	02-2020-043_SL	1150	110	0.0956521739130434783
BTM-T-021	820	Bacteroides uniformis	02-2020-52-SL	1150	412	0.358260869565217391
BTM-T-021	562	Escherichia coli	02-2020-52-SL	302	302	1
BTM-T-021	1121115	Blautia wexlerae DSM 19850	02-2020-52-SL	410	224	0.546341463414634146
BTM-T-021	2715960	Bradyrhizobium sp. PSBB068	GBM-BM-307-SL	26626	100	0.00375572748441373094
BTM-T-021	2715960	Bradyrhizobium sp. PSBB068	GBM-BM-Kit-275-SL	26626	147	0.00552091940208818448
BTM-T-021	1351	Enterococcus faecalis	Saliva_EXT-PTC_L007_R1_001.fastq.gz	1812	922	0.508830022075055188
BTM-T-021	1351	Enterococcus faecalis	DNA_EXT-PTC_L005_R1_001.fastq.gz	1812	733	0.404525386313465784
BTM-T-044	423477	Veillonella rogosae	GBM-BM-Kit-275-SL	150	150	1
BTM-T-044	423477	Veillonella rogosae	01-2020-043_SL	150	150	1
BTM-T-044	423477	Veillonella rogosae	02-2020-043_SL	150	150	1
BTM-T-044	423477	Veillonella rogosae	01-2020-108-SL	150	150	1
BTM-T-044	423477	Veillonella rogosae	GBM-BM-284-SL	150	150	1
BTM-T-044	423477	Veillonella rogosae	01-2020-044_SL	150	150	1
BTM-T-044	423477	Veillonella rogosae	01-2020-056_SL	150	150	1
BTM-T-044	165179	Segatella copri	02-2020-52-SL	190	190	1
BTM-T-044	2682456	Veillonella nakazawae	01-2020-043_SL	151	151	1
BTM-T-044	2682456	Veillonella nakazawae	GBM-BM-Kit-275-SL	151	151	1
BTM-T-044	2682456	Veillonella nakazawae	GBM-BM-284-SL	151	151	1
BTM-T-044	2682456	Veillonella nakazawae	GBM-BM-260-SL	151	151	1
BTM-T-044	2682456	Veillonella nakazawae	01-2020-058-SL	151	151	1
BTM-T-044	2682456	Veillonella nakazawae	GBM-BM-307-SL	151	151	1
BTM-T-044	2682456	Veillonella nakazawae	01-2020-056_SL	151	151	1
BTM-T-044	2682456	Veillonella nakazawae	GBM-BM-257-SL	151	151	1
BTM-T-044	2682456	Veillonella nakazawae	GBM-BM-299-SL	151	151	1
BTM-T-335	537011	Segatella copri DSM 18205	02-2020-52-SL	151	151	1
BTM-T-335	1660	Schaalia odontolytica	01-2020-058-SL	301	301	1
BTM-T-335	1660	Schaalia odontolytica	01-2020-016_SL	301	151	0.501661129568106312
BTM-T-335	1660	Schaalia odontolytica	GBM-BM-284-SL	301	151	0.501661129568106312
BTM-T-335	1660	Schaalia odontolytica	GBM-BM-299-SL	301	151	0.501661129568106312
BTM-T-335	1660	Schaalia odontolytica	01-2020-043_SL	301	150	0.498338870431893688
BTM-T-335	1660	Schaalia odontolytica	01-2020-056_SL	301	301	1
BTM-T-335	204	Campylobacter showae	02-2020-50-SL	302	302	1
BTM-T-335	204	Campylobacter showae	GBM-BM-257-SL	302	151	0.5
BTM-T-335	548	Klebsiella aerogenes	01-2020-056_SL	1652	1652	1
BTM-T-335	2759692	Streptococcus sp. Marseille-Q3533	01-2020-056_SL	150	150	1
BTM-T-335	2759692	Streptococcus sp. Marseille-Q3533	01-2020-016_SL	150	150	1
BTM-T-335	2682456	Veillonella nakazawae	GBM-BM-293-SL	260	109	0.419230769230769231
BTM-T-335	2682456	Veillonella nakazawae	01-2020-049_SL	260	109	0.419230769230769231
BTM-T-335	2682456	Veillonella nakazawae	01-2020-056_SL	260	151	0.580769230769230769
BTM-T-335	2682456	Veillonella nakazawae	01-2020-044_SL	260	109	0.419230769230769231
BTM-T-335	2682456	Veillonella nakazawae	GBM-BM-284-SL	260	109	0.419230769230769231
BTM-T-335	2682456	Veillonella nakazawae	01-2020-058-SL	260	109	0.419230769230769231
BTM-T-335	2682456	Veillonella nakazawae	01-2020-043_SL	260	260	1
BTM-T-335	2682456	Veillonella nakazawae	GBM-BM-Kit-275-SL	260	109	0.419230769230769231
BTM-T-335	712982	Lachnospiraceae bacterium oral taxon 096	GBM-BM-299-SL	151	151	1
BTM-T-335	712982	Lachnospiraceae bacterium oral taxon 096	01-2020-056_SL	151	151	1
BTM-T-335	712982	Lachnospiraceae bacterium oral taxon 096	GBM-BM-307-SL	151	151	1
BTM-T-335	28449	Neisseria subflava	GBM-BM-299-SL	151	151	1
BTM-T-335	28449	Neisseria subflava	01-2020-056_SL	151	151	1
BTM-T-335	28449	Neisseria subflava	01-2020-043_SL	151	151	1
BTM-T-335	28133	Prevotella nigrescens	01-2020-049_SL	151	151	1
BTM-T-335	28133	Prevotella nigrescens	02-2020-59-SL	151	151	1
BTM-T-335	28133	Prevotella nigrescens	01-2020-016_SL	151	151	1
BTM-T-335	28133	Prevotella nigrescens	GBM-BM-299-SL	151	151	1
BTM-T-335	28133	Prevotella nigrescens	GBM-BM-257-SL	151	151	1
BTM-T-335	28133	Prevotella nigrescens	GBM-BM-Kit-275-SL	151	151	1
BTM-T-335	28133	Prevotella nigrescens	01-2020-041_SL	151	151	1
BTM-T-335	28133	Prevotella nigrescens	01-2020-046_SL	151	151	1
BTM-T-335	2144175	Megasphaera stantonii	02-2020-52-SL	94	94	1
BTM-T-335	28132	Prevotella melaninogenica	GBM-BM-293-SL	390	239	0.612820512820512821
BTM-T-335	28132	Prevotella melaninogenica	01-2020-016_SL	390	239	0.612820512820512821
BTM-T-335	28132	Prevotella melaninogenica	01-2020-056_SL	390	89	0.228205128205128205
BTM-T-335	28132	Prevotella melaninogenica	GBM-BM-284-SL	390	239	0.612820512820512821
BTM-T-335	28132	Prevotella melaninogenica	01-2020-058-SL	390	239	0.612820512820512821
BTM-T-335	28132	Prevotella melaninogenica	GBM-BM-Kit-275-SL	390	239	0.612820512820512821
BTM-T-335	28132	Prevotella melaninogenica	01-2020-043_SL	390	239	0.612820512820512821
BTM-T-335	28132	Prevotella melaninogenica	GBM-BM-257-SL	390	239	0.612820512820512821
BTM-T-335	28132	Prevotella melaninogenica	GBM-BM-299-SL	390	390	1
BTM-T-335	28132	Prevotella melaninogenica	02-2020-59-SL	390	89	0.228205128205128205
BTM-T-335	28132	Prevotella melaninogenica	GBM-BM-307-SL	390	239	0.612820512820512821
BTM-T-335	28132	Prevotella melaninogenica	02-2020-50-SL	390	239	0.612820512820512821
BTM-T-335	28132	Prevotella melaninogenica	01-2020-049_SL	390	239	0.612820512820512821
BTM-T-335	28132	Prevotella melaninogenica	01-2020-044_SL	390	239	0.612820512820512821
BTM-T-335	28132	Prevotella melaninogenica	GBM-BM-260-SL	390	239	0.612820512820512821
BTM-T-335	28132	Prevotella melaninogenica	01-2020-046_SL	390	239	0.612820512820512821
BTM-T-335	28132	Prevotella melaninogenica	02-2020-043_SL	390	239	0.612820512820512821
BTM-T-335	28132	Prevotella melaninogenica	01-2020-041_SL	390	239	0.612820512820512821
BTM-T-335	1302	Streptococcus gordonii	GBM-BM-293-SL	54	54	1
BTM-T-335	1302	Streptococcus gordonii	GBM-BM-307-SL	54	54	1
BTM-T-335	43768	Corynebacterium matruchotii	01-2020-016_SL	113	113	1
BTM-T-335	43768	Corynebacterium matruchotii	GBM-BM-293-SL	113	113	1
BTM-T-335	43768	Corynebacterium matruchotii	GBM-BM-284-SL	113	113	1
BTM-T-335	43768	Corynebacterium matruchotii	GBM-BM-Kit-275-SL	113	113	1
BTM-T-335	437897	Megamonas funiformis	02-2020-52-SL	289	289	1
BTM-T-335	29466	Veillonella parvula	01-2020-049_SL	151	151	1
BTM-T-335	29466	Veillonella parvula	02-2020-59-SL	151	151	1
BTM-T-005	1351	Enterococcus faecalis	Saliva_EXT-PTC_L007_R1_001.fastq.gz	1389	526	0.378689704823614111
BTM-T-005	1351	Enterococcus faecalis	DNA_EXT-PTC_L005_R1_001.fastq.gz	1389	305	0.219582433405327574
BTM-T-005	2715960	Bradyrhizobium sp. PSBB068	GBM-BM-293-SL	131695	209	0.00158700026576559475
BTM-T-005	2715960	Bradyrhizobium sp. PSBB068	GBM-BM-307-SL	131695	150	0.00113899540605186226
BTM-T-005	2715960	Bradyrhizobium sp. PSBB068	GBM-BM-276-SL	131695	231	0.00175405292531986788
BTM-T-005	1308	Streptococcus thermophilus	01-2020-041_SL	4247	3244	0.763833294089945844
BTM-T-005	1308	Streptococcus thermophilus	02-2020-52-SL	4247	3795	0.893571933129267718
BTM-T-005	1308	Streptococcus thermophilus	01-2020-058-SL	4247	3542	0.834000470920649871
BTM-T-005	1308	Streptococcus thermophilus	02-2020-043_SL	4247	3122	0.735107134447845538
BTM-T-005	1308	Streptococcus thermophilus	GBM-BM-260-SL	4247	3223	0.758888627266305628
BTM-T-005	43768	Corynebacterium matruchotii	GBM-BM-299-SL	74	74	1
BTM-T-005	43768	Corynebacterium matruchotii	GBM-BM-257-SL	74	74	1
BTM-T-005	43768	Corynebacterium matruchotii	01-2020-016_SL	74	74	1
BTM-T-005	43768	Corynebacterium matruchotii	GBM-BM-293-SL	74	74	1
BTM-T-005	43768	Corynebacterium matruchotii	GBM-BM-284-SL	74	74	1
BTM-T-005	43768	Corynebacterium matruchotii	02-2020-043_SL	74	74	1
BTM-T-005	43768	Corynebacterium matruchotii	01-2020-046_SL	74	74	1
BTM-T-005	43768	Corynebacterium matruchotii	GBM-BM-260-SL	74	74	1
BTM-T-005	43768	Corynebacterium matruchotii	GBM-BM-Kit-275-SL	74	74	1
BTM-T-005	423477	Veillonella rogosae	GBM-BM-257-SL	584	584	1
BTM-T-005	423477	Veillonella rogosae	01-2020-056_SL	584	302	0.517123287671232877
BTM-T-005	423477	Veillonella rogosae	01-2020-049_SL	584	444	0.760273972602739726
BTM-T-005	423477	Veillonella rogosae	02-2020-50-SL	584	302	0.517123287671232877
BTM-T-005	423477	Veillonella rogosae	02-2020-043_SL	584	302	0.517123287671232877
BTM-T-005	423477	Veillonella rogosae	01-2020-108-SL	584	302	0.517123287671232877
BTM-T-005	423477	Veillonella rogosae	GBM-BM-284-SL	584	302	0.517123287671232877
BTM-T-005	423477	Veillonella rogosae	GBM-BM-Kit-275-SL	584	302	0.517123287671232877
BTM-T-005	423477	Veillonella rogosae	01-2020-043_SL	584	302	0.517123287671232877
